N_MEASUREMENT,LATITUDE,LONGITUDE
6258,18.36,-61.16199999999998
6259,18.36,-61.16500000000002
6260,18.36,-61.170000000000016
6261,18.36,-61.173
6262,18.36,-61.173
6263,18.361,-61.17599999999999
6264,18.363,-61.17700000000002
6265,18.358,-61.17500000000001
6266,18.353,-61.178
6372,17.981,-61.285000000000025
6373,17.978,-61.286
6374,17.983,-61.29399999999998
6375,17.983,-61.295000000000016
6376,17.984,-61.293000000000006
6377,17.986,-61.29399999999998
6378,17.986,-61.30200000000002
6379,17.986,-61.29899999999998
6380,17.984,-61.30000000000001
6381,17.985,-61.303
6382,17.983,-61.30099999999999
6383,17.982,-61.30000000000001
6384,17.977,-61.30500000000001
6489,17.554,-61.44499999999999
6490,17.549,-61.44400000000002
6491,17.53,-61.44999999999999
6492,17.525,-61.457
6493,17.522,-61.464999999999975
6494,17.519,-61.47199999999998
6495,17.52,-61.47000000000003
6496,17.518,-61.47300000000001
6497,17.52,-61.476999999999975
6498,17.521,-61.47899999999999
6499,17.521,-61.476999999999975
6500,17.52,-61.47899999999999
6501,17.521,-61.47899999999999
6598,16.779,-61.821000000000026
6599,16.781,-61.846
6600,16.778,-61.84800000000001
6601,16.777,-61.85300000000001
6602,16.77,-61.85500000000002
6603,16.769,-61.85399999999999
6604,16.767,-61.851
6605,16.762,-61.858
6606,16.76,-61.85500000000002
6607,16.76,-61.856
6608,16.753,-61.85000000000002
6609,16.756,-61.85500000000002
6713,16.181,-62.750999999999976
6714,16.181,-62.75299999999999
6715,16.183,-62.750999999999976
6716,16.179,-62.74900000000002
6717,16.174,-62.745000000000005
6718,16.176,-62.74799999999999
6719,16.178,-62.74599999999998
6720,16.176,-62.743
6721,16.175,-62.738999999999976
6722,16.17,-62.73200000000003
6723,16.171,-62.73599999999999
6724,16.166,-62.731
6829,15.588,-62.99900000000002
6830,15.581,-63.0
6831,15.573,-63.007000000000005
6832,15.573,-63.00599999999997
6833,15.568,-63.009000000000015
6834,15.561,-63.007000000000005
6835,15.552,-63.01100000000002
6836,15.552,-63.01100000000002
6837,15.544,-63.01600000000002
6838,15.54,-63.01799999999997
6839,15.539,-63.017
6840,15.529,-63.03199999999998
6944,15.573,-63.19900000000001
6945,15.581,-63.20100000000002
6946,15.585,-63.202999999999975
6947,15.588,-63.20100000000002
6948,15.59,-63.202
6949,15.598,-63.209
6950,15.603,-63.20600000000002
6951,15.603,-63.20800000000003
6952,15.611,-63.214
6953,15.611,-63.214
6954,15.614,-63.21600000000001
6955,15.624,-63.22399999999999
7059,14.907,-62.533000000000015
7060,14.905,-62.53399999999999
7061,14.902,-62.53899999999999
7062,14.896,-62.541
7063,14.898,-62.545000000000016
7064,14.894,-62.545000000000016
7065,14.893,-62.548
7066,14.892,-62.547000000000025
7067,14.887,-62.547000000000025
7068,14.888,-62.55099999999999
7069,14.886,-62.547000000000025
7070,14.881,-62.55099999999999
7172,14.641,-63.469
7173,14.636,-63.476999999999975
7174,14.641,-63.485000000000014
7175,14.639,-63.49400000000003
7176,14.636,-63.500999999999976
7177,14.629,-63.50599999999997
7178,14.63,-63.50599999999997
7179,14.622,-63.509000000000015
7180,14.625,-63.509000000000015
7181,14.613,-63.512
7182,14.611,-63.51600000000002
7183,14.6,-63.512
7184,14.586,-63.51600000000002
7287,14.494,-62.947
7288,14.499,-62.954999999999984
7289,14.504,-62.96699999999999
7290,14.501,-62.97500000000002
7291,14.507,-62.981
7292,14.506,-62.976999999999975
7293,14.506,-62.981
7294,14.502,-62.985000000000014
7295,14.51,-62.98399999999998
7296,14.509,-62.988
7297,14.511,-62.988
7298,14.51,-62.988999999999976
7299,14.513,-62.99599999999998
7402,14.22,-62.90699999999998
7403,14.22,-62.916
7404,14.219,-62.92500000000001
7405,14.221,-62.92500000000001
7406,14.223,-62.93099999999998
7407,14.221,-62.935
7408,14.221,-62.947
7409,14.225,-62.95100000000002
7410,14.224,-62.952999999999975
7411,14.229,-62.97000000000003
7412,14.231,-62.97800000000001
7413,14.235,-62.99599999999998
7414,14.238,-62.99900000000002
7415,14.242,-63.00999999999999
7518,15.057,-62.88499999999999
7519,15.059,-62.88499999999999
7520,15.059,-62.882000000000005
7521,15.062,-62.88499999999999
7522,15.065,-62.88600000000002
7523,15.066,-62.887
7524,15.066,-62.892
7525,15.072,-62.896000000000015
7526,15.075,-62.899
7527,15.076,-62.89999999999998
7528,15.079,-62.90300000000002
7529,15.079,-62.91300000000001
7530,15.089,-62.91699999999997
7531,15.097,-62.92599999999999
7635,15.933,-62.53899999999999
7636,15.92,-62.53899999999999
7637,15.915,-62.541
7638,15.911,-62.553
7639,15.906,-62.557000000000016
7640,15.902,-62.559000000000026
7641,15.899,-62.565
7642,15.896,-62.565
7643,15.901,-62.56599999999997
7644,15.892,-62.572
7645,15.888,-62.58100000000002
7646,15.884,-62.57900000000001
7647,15.882,-62.577
7648,15.877,-62.582
7649,15.875,-62.58800000000002
7650,15.873,-62.596
7754,16.305,-62.63900000000001
7755,16.308,-62.644000000000005
7756,16.31,-62.644000000000005
7757,16.315,-62.63999999999999
7758,16.314,-62.64299999999997
7759,16.314,-62.64499999999998
7760,16.318,-62.64499999999998
7761,16.315,-62.646000000000015
7762,16.321,-62.649
7763,16.321,-62.65300000000002
7764,16.321,-62.65199999999999
7765,16.321,-62.65100000000001
7766,16.322,-62.649
7767,16.324,-62.65699999999998
7768,16.325,-62.660000000000025
7769,16.327,-62.66199999999998
7871,16.539,-63.54599999999999
7872,16.543,-63.543000000000006
7873,16.542,-63.55799999999999
7874,16.542,-63.55500000000001
7875,16.545,-63.56599999999997
7876,16.547,-63.56400000000002
7877,16.538,-63.567999999999984
7878,16.541,-63.57400000000001
7879,16.54,-63.579999999999984
7880,16.54,-63.579999999999984
7881,16.539,-63.58499999999998
7882,16.538,-63.589999999999975
7883,16.542,-63.59500000000003
7884,16.54,-63.60399999999999
7987,16.743,-63.97399999999999
7988,16.746,-63.976
7989,16.748,-63.97199999999998
7990,16.752,-63.97300000000001
7991,16.752,-63.97899999999999
7992,16.752,-63.97500000000002
7993,16.754,-63.97399999999999
7994,16.755,-63.976999999999975
7995,16.757,-63.97800000000001
7996,16.762,-63.97899999999999
7997,16.759,-63.97899999999999
7998,16.76,-63.98599999999999
7999,16.759,-63.98399999999998
8000,16.768,-63.988999999999976
8001,16.761,-63.988
8002,16.763,-63.988999999999976
8106,16.461,-63.512
8107,16.465,-63.50999999999999
8108,16.469,-63.53199999999998
8109,16.471,-63.535000000000025
8110,16.47,-63.536
8111,16.465,-63.553
8112,16.478,-63.56
8113,16.48,-63.56200000000001
8114,16.48,-63.567999999999984
8115,16.482,-63.572
8116,16.485,-63.58100000000002
8117,16.486,-63.582
8118,16.487,-63.59199999999999
8119,16.489,-63.589999999999975
8120,16.491,-63.59899999999999
8221,16.889,-63.21199999999999
8222,16.886,-63.214999999999975
8223,16.877,-63.22300000000001
8224,16.887,-63.20600000000002
8225,16.885,-63.219
8226,16.879,-63.21600000000001
8227,16.878,-63.22399999999999
8228,16.872,-63.22500000000002
8229,16.872,-63.22800000000001
8230,16.87,-63.22800000000001
8231,16.87,-63.22800000000001
8232,16.866,-63.23000000000002
8233,16.861,-63.226999999999975
8234,16.864,-63.233
8235,16.861,-63.23399999999998
8236,16.862,-63.24200000000002
8338,16.761,-63.35500000000002
8339,16.757,-63.375999999999976
8340,16.758,-63.37400000000002
8341,16.759,-63.38299999999998
8342,16.759,-63.39699999999999
8343,16.76,-63.406000000000006
8344,16.76,-63.408000000000015
8345,16.759,-63.42599999999999
8346,16.759,-63.43299999999999
8347,16.759,-63.43000000000001
8348,16.76,-63.44999999999999
8452,16.363,-63.995000000000005
8453,16.353,-64.019
8454,16.354,-64.019
8455,16.353,-64.01499999999999
8456,16.353,-64.03800000000001
8457,16.353,-64.04000000000002
8458,16.353,-64.04700000000003
8459,16.354,-64.05599999999998
8460,16.358,-64.06
8461,16.35,-64.06700000000001
8462,16.35,-64.06799999999998
8463,16.35,-64.07499999999999
8464,16.349,-64.07799999999997
8465,16.345,-64.084
8466,16.345,-64.09199999999998
8571,16.085,-64.606
8572,16.084,-64.637
8573,16.082,-64.63600000000002
8574,16.087,-64.65199999999999
8575,16.085,-64.66300000000001
8576,16.086,-64.66500000000002
8577,16.086,-64.67000000000002
8578,16.089,-64.67899999999997
8579,16.089,-64.68400000000003
8580,16.089,-64.69600000000003
8581,16.089,-64.697
8582,16.09,-64.702
8583,16.093,-64.70999999999998
8584,16.095,-64.72300000000001
8585,16.095,-64.72199999999998
8586,16.098,-64.731
8689,15.794,-65.61000000000001
8690,15.793,-65.60500000000002
8691,15.783,-65.62700000000001
8692,15.783,-65.63099999999997
8693,15.782,-65.64100000000002
8694,15.782,-65.63600000000002
8695,15.773,-65.65199999999999
8696,15.766,-65.65499999999997
8697,15.769,-65.65899999999999
8698,15.769,-65.65899999999999
8699,15.766,-65.66300000000001
8700,15.763,-65.66699999999997
8701,15.758,-65.67500000000001
8702,15.758,-65.67599999999999
8703,15.756,-65.685
8808,15.228,-66.44099999999997
8809,15.218,-66.43599999999998
8810,15.22,-66.45299999999997
8811,15.223,-66.45299999999997
8812,15.22,-66.45800000000003
8813,15.222,-66.47800000000001
8814,15.223,-66.47800000000001
8815,15.225,-66.49000000000001
8816,15.228,-66.49200000000002
8817,15.228,-66.49799999999999
8818,15.231,-66.50099999999998
8819,15.233,-66.51400000000001
8820,15.234,-66.51799999999997
8821,15.238,-66.52600000000001
8822,15.236,-66.53899999999999
8927,14.758,-67.209
8928,14.753,-67.202
8929,14.735,-67.21800000000002
8930,14.732,-67.22199999999998
8931,14.725,-67.23599999999999
8932,14.712,-67.24000000000001
8933,14.718,-67.25599999999997
8934,14.712,-67.24900000000002
8935,14.706,-67.25599999999997
8936,14.708,-67.25299999999999
8937,14.704,-67.26299999999998
8938,14.699,-67.26400000000001
8939,14.694,-67.27199999999999
8940,14.692,-67.27499999999998
8941,14.689,-67.28500000000003
8942,14.685,-67.298
9046,14.317,-67.81700000000001
9047,14.297,-67.82799999999997
9048,14.291,-67.83300000000003
9049,14.274,-67.84199999999998
9050,14.274,-67.83699999999999
9051,14.272,-67.84199999999998
9052,14.263,-67.844
9053,14.259,-67.84899999999999
9054,14.252,-67.856
9055,14.249,-67.85399999999998
9056,14.244,-67.86000000000001
9057,14.239,-67.86200000000002
9058,14.238,-67.87
9059,14.232,-67.87799999999999
9163,14.219,-68.01600000000002
9164,14.211,-68.04199999999997
9165,14.211,-68.04599999999999
9166,14.21,-68.05900000000003
9167,14.211,-68.06299999999999
9168,14.209,-68.06599999999997
9169,14.207,-68.065
9170,14.213,-68.07400000000001
9171,14.208,-68.07600000000002
9172,14.208,-68.082
9173,14.207,-68.089
9174,14.207,-68.08800000000002
9175,14.203,-68.08600000000001
9176,14.201,-68.09500000000003
9177,14.2,-68.10199999999998
9178,14.206,-68.106
9283,14.804,-67.40199999999999
9284,14.815,-67.406
9285,14.829,-67.394
9286,14.857,-67.40300000000002
9287,14.86,-67.38999999999999
9288,14.86,-67.38600000000002
9289,14.877,-67.39100000000002
9290,14.874,-67.38099999999997
9291,14.902,-67.37900000000002
9292,14.911,-67.37900000000002
9293,14.915,-67.37599999999998
9294,14.935,-67.36500000000001
9295,14.957,-67.37599999999998
9296,14.961,-67.38099999999997
9297,14.975,-67.37099999999998
9298,14.992,-67.37599999999998
9402,15.824,-66.15199999999999
9403,15.839,-66.142
9404,15.841,-66.13400000000001
9405,15.84,-66.13099999999997
9406,15.85,-66.118
9407,15.863,-66.118
9408,15.861,-66.10899999999998
9409,15.86,-66.11000000000001
9410,15.863,-66.10700000000003
9411,15.868,-66.09500000000003
9412,15.873,-66.09199999999998
9413,15.873,-66.09199999999998
9414,15.877,-66.08699999999999
9415,15.883,-66.084
9520,16.791,-66.346
9521,16.796,-66.344
9522,16.802,-66.34500000000003
9523,16.809,-66.34699999999998
9524,16.813,-66.35199999999998
9525,16.821,-66.36099999999999
9526,16.83,-66.36500000000001
9527,16.831,-66.36200000000002
9528,16.837,-66.36900000000003
9529,16.848,-66.37400000000002
9530,16.854,-66.38299999999998
9531,16.853,-66.37900000000002
9532,16.861,-66.387
9533,16.871,-66.38999999999999
9637,17.377,-67.065
9638,17.387,-67.07100000000003
9639,17.393,-67.08100000000002
9640,17.396,-67.084
9641,17.4,-67.08800000000002
9642,17.408,-67.09899999999999
9643,17.41,-67.09699999999998
9644,17.41,-67.10300000000001
9645,17.413,-67.106
9646,17.419,-67.11399999999998
9647,17.423,-67.11900000000003
9648,17.422,-67.11900000000003
9649,17.426,-67.12400000000002
9650,17.435,-67.13400000000001
9756,17.625,-68.16699999999997
9757,17.622,-68.18099999999998
9758,17.626,-68.19900000000001
9759,17.627,-68.19799999999998
9760,17.628,-68.20800000000003
9761,17.634,-68.22800000000001
9762,17.631,-68.226
9763,17.636,-68.22899999999998
9764,17.649,-68.25200000000001
9765,17.638,-68.25
9766,17.641,-68.25099999999998
9767,17.642,-68.25900000000001
9768,17.648,-68.26799999999997
9769,17.644,-68.274
9875,17.595,-69.48200000000003
9876,17.586,-69.50400000000002
9877,17.581,-69.51600000000002
9878,17.579,-69.53300000000002
9879,17.578,-69.54000000000002
9880,17.578,-69.54899999999998
9881,17.574,-69.548
9882,17.57,-69.55799999999999
9883,17.573,-69.56299999999999
9884,17.572,-69.56400000000002
9885,17.571,-69.57600000000002
9886,17.57,-69.57600000000002
9887,17.568,-69.589
9888,17.564,-69.59100000000001
9889,17.561,-69.606
9890,17.561,-69.606
9891,17.558,-69.62
9996,17.397,-71.16899999999998
9997,17.402,-71.17099999999999
9998,17.392,-71.17200000000003
9999,17.379,-71.18400000000003
10000,17.378,-71.20499999999998
10001,17.368,-71.197
10002,17.365,-71.20299999999997
10003,17.359,-71.209
10004,17.358,-71.20999999999998
10005,17.356,-71.20999999999998
10006,17.352,-71.219
10007,17.345,-71.22199999999998
10008,17.342,-71.23200000000003
10009,17.341,-71.231
10010,17.335,-71.24200000000002
10113,16.907,-73.09300000000002
10114,16.872,-73.08499999999998
10115,16.869,-73.10199999999998
10116,16.87,-73.09899999999999
10117,16.87,-73.11399999999998
10118,16.865,-73.12400000000002
10119,16.864,-73.12599999999998
10120,16.866,-73.132
10121,16.865,-73.13499999999999
10122,16.862,-73.144
10123,16.862,-73.149
10124,16.86,-73.161
10125,16.863,-73.166
10126,16.861,-73.178
10127,16.861,-73.17500000000001
10233,16.176,-74.35300000000001
10234,16.151,-74.35899999999998
10235,16.145,-74.368
10236,16.137,-74.37700000000001
10237,16.136,-74.38099999999997
10238,16.128,-74.38600000000002
10239,16.127,-74.38799999999998
10240,16.121,-74.39299999999997
10241,16.119,-74.39699999999999
10242,16.116,-74.40100000000001
10243,16.11,-74.39600000000002
10244,16.112,-74.40499999999997
10245,16.106,-74.41000000000003
10246,16.103,-74.41699999999997
10247,16.097,-74.42599999999999
10248,16.095,-74.44099999999997
10352,15.951,-75.40800000000002
10353,15.942,-75.41000000000003
10354,15.935,-75.41199999999998
10355,15.931,-75.41300000000001
10356,15.926,-75.41699999999997
10357,15.922,-75.42399999999998
10358,15.923,-75.42200000000003
10359,15.92,-75.42200000000003
10360,15.915,-75.423
10361,15.911,-75.42599999999999
10362,15.908,-75.43299999999999
10363,15.904,-75.43700000000001
10364,15.904,-75.435
10365,15.899,-75.43900000000002
10366,15.896,-75.445
10367,15.895,-75.45400000000001
10368,15.896,-75.45600000000002
10369,15.893,-75.46300000000002
10471,15.77,-75.822
10472,15.776,-75.815
10473,15.786,-75.81200000000001
10474,15.79,-75.81
10475,15.793,-75.815
10476,15.791,-75.805
10477,15.801,-75.80700000000002
10478,15.801,-75.81400000000002
10479,15.804,-75.81200000000001
10480,15.809,-75.81099999999998
10481,15.809,-75.81099999999998
10482,15.817,-75.81200000000001
10483,15.822,-75.81200000000001
10484,15.829,-75.81900000000002
10485,15.831,-75.81799999999998
10486,15.842,-75.81400000000002
10591,15.983,-75.94099999999997
10592,15.986,-75.94900000000001
10593,15.99,-75.95999999999998
10594,15.986,-75.95999999999998
10595,15.989,-75.96499999999997
10596,15.991,-75.97500000000002
10597,15.997,-75.98500000000001
10598,15.997,-75.98899999999998
10599,15.998,-75.99200000000002
10600,16.0,-75.99799999999999
10601,16.003,-76.00599999999997
10602,16.004,-76.012
10603,16.006,-76.01299999999998
10604,16.01,-76.02600000000001
10708,16.105,-76.39699999999999
10709,16.104,-76.404
10710,16.107,-76.404
10711,16.106,-76.41199999999998
10712,16.113,-76.423
10713,16.104,-76.42000000000002
10714,16.107,-76.42399999999998
10715,16.106,-76.428
10716,16.106,-76.42700000000002
10717,16.107,-76.43200000000002
10718,16.107,-76.43599999999998
10719,16.107,-76.43700000000001
10720,16.11,-76.43799999999999
10721,16.107,-76.445
10827,16.246,-76.96100000000001
10828,16.249,-76.97000000000003
10829,16.249,-76.96800000000002
10830,16.252,-76.971
10831,16.253,-76.97899999999998
10832,16.255,-76.98000000000002
10833,16.256,-76.98000000000002
10834,16.256,-76.976
10835,16.26,-76.98399999999998
10836,16.259,-76.98899999999998
10837,16.259,-76.98899999999998
10838,16.261,-76.99200000000002
10839,16.262,-76.99400000000003
10840,16.264,-76.995
10841,16.264,-77.00099999999998
10945,16.099,-77.30200000000002
10946,16.099,-77.332
10947,16.1,-77.33699999999999
10948,16.104,-77.358
10949,16.105,-77.368
10950,16.106,-77.37799999999999
10951,16.104,-77.38400000000001
10952,16.106,-77.39800000000002
10953,16.106,-77.40199999999999
10954,16.109,-77.418
10955,16.108,-77.41899999999998
10956,16.11,-77.42899999999997
10957,16.109,-77.43200000000002
10958,16.111,-77.445
10959,16.113,-77.45400000000001
10960,16.111,-77.45299999999997
11065,15.446,-77.428
11066,15.419,-77.42399999999998
11067,15.417,-77.42899999999997
11068,15.411,-77.42700000000002
11069,15.397,-77.43
11070,15.393,-77.43
11071,15.389,-77.43099999999998
11072,15.389,-77.42899999999997
11073,15.377,-77.43200000000002
11074,15.371,-77.43400000000003
11075,15.369,-77.43400000000003
11076,15.37,-77.43700000000001
11077,15.365,-77.43599999999998
11078,15.361,-77.43299999999999
11079,15.354,-77.435
11080,15.353,-77.43400000000003
11081,15.349,-77.435
11187,13.91,-77.39699999999999
11188,13.903,-77.40199999999999
11189,13.885,-77.41000000000003
11190,13.887,-77.40800000000002
11191,13.884,-77.40899999999999
11192,13.867,-77.41899999999998
11193,13.866,-77.418
11194,13.857,-77.42099999999999
11195,13.858,-77.42200000000003
11196,13.85,-77.42700000000002
11197,13.844,-77.428
11198,13.834,-77.43299999999999
11199,13.834,-77.43200000000002
11200,13.829,-77.43599999999998
11304,14.224,-76.87299999999999
11305,14.223,-76.87700000000001
11306,14.22,-76.88099999999997
11307,14.224,-76.89299999999997
11308,14.226,-76.89499999999998
11309,14.227,-76.90699999999998
11310,14.227,-76.911
11311,14.233,-76.923
11312,14.23,-76.92200000000003
11313,14.233,-76.93
11314,14.232,-76.93299999999999
11315,14.236,-76.93900000000002
11316,14.237,-76.94099999999997
11317,14.24,-76.95100000000002
11422,15.163,-76.06400000000002
11423,15.158,-76.06200000000001
11424,15.169,-76.08100000000002
11425,15.172,-76.08100000000002
11426,15.171,-76.08499999999998
11427,15.183,-76.09899999999999
11428,15.187,-76.10500000000002
11429,15.186,-76.10399999999998
11430,15.187,-76.10700000000003
11431,15.194,-76.113
11432,15.198,-76.11700000000002
11433,15.2,-76.118
11434,15.204,-76.11900000000003
11435,15.212,-76.13099999999997
11541,16.173,-76.053
11542,16.176,-76.048
11543,16.184,-76.06400000000002
11544,16.179,-76.06599999999997
11545,16.179,-76.06599999999997
11546,16.182,-76.08499999999998
11547,16.182,-76.08999999999997
11548,16.182,-76.09100000000001
11549,16.183,-76.09899999999999
11550,16.184,-76.11099999999999
11551,16.185,-76.108
11552,16.187,-76.11599999999999
11553,16.187,-76.11399999999998
11554,16.189,-76.125
11555,16.191,-76.13600000000002
11657,16.666,-77.12599999999998
11658,16.671,-77.13
11659,16.686,-77.15800000000002
11660,16.689,-77.16399999999999
11661,16.692,-77.17700000000002
11662,16.697,-77.202
11663,16.702,-77.202
11664,16.705,-77.19900000000001
11665,16.702,-77.202
11666,16.704,-77.21499999999997
11667,16.703,-77.20999999999998
11668,16.71,-77.22800000000001
11669,16.711,-77.22800000000001
11670,16.712,-77.23599999999999
11671,16.718,-77.25
11672,16.722,-77.25999999999999
11673,16.727,-77.26999999999998
11775,16.4,-79.08800000000002
11776,16.407,-79.12700000000001
11777,16.41,-79.12799999999999
11778,16.41,-79.12700000000001
11779,16.41,-79.132
11780,16.414,-79.144
11781,16.421,-79.168
11782,16.416,-79.17200000000003
11783,16.419,-79.173
11784,16.418,-79.17700000000002
11785,16.422,-79.19400000000002
11786,16.427,-79.209
11787,16.428,-79.21800000000002
11788,16.432,-79.22399999999999
11789,16.431,-79.24000000000001
11896,17.536,-80.231
11897,17.545,-80.21699999999998
11898,17.554,-80.221
11899,17.555,-80.226
11900,17.557,-80.226
11901,17.555,-80.22699999999998
11902,17.561,-80.233
11903,17.566,-80.23599999999999
11904,17.565,-80.238
11905,17.567,-80.24099999999999
11906,17.57,-80.245
11907,17.573,-80.24900000000002
11908,17.574,-80.25
11909,17.578,-80.255
11910,17.58,-80.25799999999998
12014,18.633,-81.33999999999997
12015,18.629,-81.33800000000002
12016,18.626,-81.34800000000001
12017,18.626,-81.34800000000001
12018,18.623,-81.35300000000001
12019,18.622,-81.36099999999999
12020,18.623,-81.36099999999999
12021,18.619,-81.36399999999998
12022,18.621,-81.36700000000002
12023,18.619,-81.36700000000002
12024,18.617,-81.37200000000001
12025,18.618,-81.37299999999999
12026,18.619,-81.375
12027,18.615,-81.38099999999997
12133,18.911,-82.54700000000003
12134,18.908,-82.553
12135,18.903,-82.57799999999997
12136,18.904,-82.57900000000001
12137,18.903,-82.58600000000001
12138,18.895,-82.61399999999998
12139,18.898,-82.61399999999998
12140,18.901,-82.61900000000003
12141,18.901,-82.62400000000002
12142,18.898,-82.63600000000002
12143,18.899,-82.644
12144,18.897,-82.642
12145,18.896,-82.654
12146,18.897,-82.66000000000003
12147,18.895,-82.673
12148,18.898,-82.68
12149,18.902,-82.67899999999997
12150,18.898,-82.702
12255,19.095,-82.78800000000001
12256,19.097,-82.79199999999997
12257,19.091,-82.82499999999999
12258,19.087,-82.83499999999998
12259,19.083,-82.846
12260,19.08,-82.85899999999998
12261,19.081,-82.85300000000001
12262,19.075,-82.88
12263,19.073,-82.87900000000002
12264,19.072,-82.88299999999998
12265,19.071,-82.892
12266,19.069,-82.904
12267,19.066,-82.91000000000003
12268,19.066,-82.916
12269,19.064,-82.92599999999999
12270,19.056,-82.93799999999999
12374,19.029,-83.50299999999999
12375,19.042,-83.49700000000001
12376,19.049,-83.49400000000003
12377,19.05,-83.49099999999999
12378,19.068,-83.50200000000001
12379,19.076,-83.49799999999999
12380,19.076,-83.49799999999999
12381,19.087,-83.49200000000002
12382,19.095,-83.48899999999998
12383,19.097,-83.49200000000002
12384,19.108,-83.49900000000002
12385,19.108,-83.49000000000001
12386,19.118,-83.495
12387,19.125,-83.493
12388,19.13,-83.49400000000003
12389,19.144,-83.495
12494,20.657,-83.91500000000002
12495,20.675,-83.916
12496,20.676,-83.91899999999998
12497,20.682,-83.92500000000001
12498,20.681,-83.92599999999999
12499,20.686,-83.93400000000003
12500,20.688,-83.935
12501,20.689,-83.93299999999999
12502,20.693,-83.94
12503,20.691,-83.94
12504,20.695,-83.94799999999998
12505,20.695,-83.94999999999999
12506,20.698,-83.95600000000002
12507,20.697,-83.95400000000001
12508,20.703,-83.947
12612,21.601,-84.00799999999998
12613,21.605,-84.005
12614,21.61,-83.99900000000002
12615,21.61,-84.0
12616,21.612,-83.995
12617,21.616,-83.99400000000003
12618,21.617,-83.99000000000001
12619,21.618,-83.98899999999998
12620,21.619,-83.98599999999999
12621,21.625,-83.99000000000001
12622,21.623,-83.98500000000001
12623,21.626,-83.98200000000003
12624,21.626,-83.981
12625,21.626,-83.97800000000001
12626,21.632,-83.97800000000001
12627,21.638,-83.97500000000002
12732,21.609,-83.37200000000001
12733,21.604,-83.36599999999999
12734,21.597,-83.358
12735,21.596,-83.358
12736,21.59,-83.356
12737,21.585,-83.34800000000001
12738,21.587,-83.34800000000001
12739,21.584,-83.346
12740,21.581,-83.34300000000002
12741,21.582,-83.34300000000002
12742,21.573,-83.33800000000002
12743,21.569,-83.332
12744,21.568,-83.33100000000002
12745,21.565,-83.32799999999997
12746,21.558,-83.322
12747,21.56,-83.31900000000002
12748,21.558,-83.31599999999997
12852,21.179,-83.02100000000002
12853,21.175,-83.019
12854,21.168,-83.01499999999999
12855,21.168,-83.01299999999998
12856,21.16,-83.01600000000002
12857,21.152,-83.00799999999998
12858,21.156,-83.019
12859,21.155,-83.01400000000001
12860,21.153,-83.01600000000002
12861,21.147,-83.01400000000001
12862,21.142,-83.01799999999997
12863,21.141,-83.02199999999999
12864,21.138,-83.02100000000002
12865,21.137,-83.01799999999997
12866,21.133,-83.01799999999997
12867,21.128,-83.02199999999999
12868,21.128,-83.02300000000002
12869,21.124,-83.02999999999997
12974,20.767,-83.03699999999998
12975,20.755,-83.03899999999999
12976,20.742,-83.04599999999999
12977,20.742,-83.04700000000003
12978,20.733,-83.05399999999997
12979,20.73,-83.05399999999997
12980,20.723,-83.05599999999998
12981,20.72,-83.05700000000002
12982,20.713,-83.06200000000001
12983,20.712,-83.06700000000001
12984,20.709,-83.065
12985,20.705,-83.06400000000002
12986,20.698,-83.07400000000001
12987,20.698,-83.077
12988,20.695,-83.08499999999998
13093,20.876,-83.493
13094,20.888,-83.495
13095,20.895,-83.495
13096,20.902,-83.50299999999999
13097,20.916,-83.51799999999997
13098,20.919,-83.505
13099,20.925,-83.51299999999998
13100,20.937,-83.51999999999998
13101,20.949,-83.52699999999999
13102,20.948,-83.52699999999999
13103,20.957,-83.541
13104,20.956,-83.53699999999998
13105,20.964,-83.53199999999998
13106,20.98,-83.548
13107,20.98,-83.548
13108,20.987,-83.55599999999998
13109,20.994,-83.56299999999999
13215,21.07,-84.418
13216,21.069,-84.42899999999997
13217,21.063,-84.43099999999998
13218,21.061,-84.435
13219,21.059,-84.43599999999998
13220,21.06,-84.44
13221,21.052,-84.44299999999998
13222,21.051,-84.44900000000001
13223,21.05,-84.44799999999998
13224,21.045,-84.44200000000001
13225,21.046,-84.45800000000003
13226,21.042,-84.44999999999999
13227,21.043,-84.45100000000002
13228,21.037,-84.45999999999998
13229,21.037,-84.45999999999998
13334,20.87,-85.25900000000001
